month,n_obs,r2,ma_dev_3,ma_dev_5,ma_dev_10,ma_dev_20,ma_dev_50,ma_dev_100,ma_dev_200,ma_dev_400,ma_dev_600,ma_dev_800,ma_dev_1000
2019-02-28,453,0.1015687425047519,-0.14926814000038666,-0.1707403682231543,0.803234576661042,-0.5978077102250989,0.22389802877684878,-0.23246831650064292,0.2641861735514781,-0.18668677433118078,-0.3936750787491555,0.9692558854661935,-0.5386119645115505
2019-03-31,454,0.13306757928373547,0.17585895549364144,-0.7037450924728234,-0.039125954026244456,0.6428682769575526,-0.30029159580016185,-0.15120287858116144,0.07202125492780956,0.0453014644932389,0.3550651770114362,-0.1726612583910592,-0.13555185113589166
2019-04-30,454,0.34328817845515147,-0.03480025738570941,0.45728413516610467,-1.6810499870652817,0.41504007297371776,-0.20548782103144175,0.6321478568376986,-0.13078736066728236,-0.13484745394363284,-0.6099005162565984,1.0681804480893515,-0.5244451084239329
2019-05-31,454,0.2943299951030016,0.5816509862788071,0.621473083349343,-2.0247895585808164,1.4043987397143023,0.07597724050139858,-0.1723219283545256,0.1234120604648764,-0.18331835862945248,0.4287066108255975,-0.38746033232286553,0.10818376295393906
2019-06-30,455,0.041806423996463504,1.9120844697110049,-1.8159538131348647,0.4025125975108003,0.3048922279567212,-0.3061418250609256,0.26914748772922653,-0.1886906300457324,0.028067223810394257,0.27482756759518345,-0.4145703662743226,0.16327292600716628
2019-07-31,457,0.2658293315407675,1.9256719905689799,-1.4917738743851139,-0.021729892493857702,0.059972857065768014,0.41577900469705587,-0.3288669581159248,0.14696571036788086,-0.25030023449136907,0.1403312029521544,-0.38335716675870457,0.22916040907738283
2019-08-31,457,0.27922665651182643,6.770705447493985,-5.012499375006796,-0.7569645651512553,0.48985259275479515,-0.014318434118083456,-0.07504644042215958,0.20685794837965077,-0.3812701691110159,0.7340653248652987,-0.48297575252855557,0.0985914032602523
2019-09-30,457,0.16368620458615513,-0.39886519529341696,0.3424849797989825,-0.11777485010248626,0.7752541246212781,-0.4049754361557528,-0.34437199202663943,0.5697373066479908,-0.41912426594573515,0.7300319315822696,-0.43846792185139855,-0.05140359396827941
2019-10-31,458,0.10289979627071444,1.11925694378808,-0.7002253607667421,0.43819778479765487,-0.5489658234843964,-0.2574439836699935,0.620973156202566,-0.5285557044500514,0.5191163959489087,-0.2129937496959699,-0.02712403943777143,-0.021531339771654712
2019-11-30,459,0.29376562100629355,1.1223976296310059,-0.8876434359769878,0.1623473714876641,0.3960831388056545,-0.289306879434109,0.3059343505930734,-0.252934384560821,0.10573217119920156,-0.15590021423634243,0.6372709970145202,-0.4111082222403744
2019-12-31,461,0.18013422555109537,3.0708130814734336,0.4561769966384697,-2.9980857533688248,2.025079888044764,-1.4209386690099066,0.7662511928349204,0.04745066233025121,-0.05254838079009026,-0.3954366805542463,0.5700528999511875,-0.27250286734048607
2020-01-31,461,0.07319740868997282,-1.6823573580431073,2.1527659795855825,-0.5091955685106277,-0.46877607178927344,0.48155529317802737,-0.33101308797810164,-0.0578515556804904,0.14277951634629962,0.14658382908442563,-0.42718141942481036,0.22421032748393732
2020-02-29,461,0.31013128984345484,6.65242162172363,-5.130459094629294,0.18060087380779957,-0.6471834401023255,0.1910772355386717,-0.08528265363101525,-0.04441576434818225,0.14176735484199127,0.14616430160523505,-0.8449060802949672,0.532560905460796
2020-03-31,459,0.33588709767172187,-0.9964670046344339,1.051795276325639,-0.08350656814713814,0.05430056079577326,0.05546539804074311,0.09649268844233122,-0.12885643193632754,-0.3039108400454469,0.9882493712704052,-1.0407713515323047,0.435308996356693
2020-04-30,461,0.10835335037914662,-0.9598454366740563,1.4640440500146763,-0.4705342439124919,-0.5167874091800795,0.3655547702585592,-0.12749302249751684,0.057818229358778936,-0.14205759229552306,-0.038536179925014166,0.4485845027669109,-0.35376364680761085
2020-05-31,461,0.1337008534448758,-1.3601109106896692,1.9233699226366634,-0.5380852204558183,0.24696099180172573,-0.3424274942683889,0.4472989031108589,-0.18300976629972818,-0.0917531116706051,0.2677768998633104,-0.17703123038696728,0.0011437730619409162
2020-06-30,462,0.179151463282487,1.0624080249693293,-1.9873805109523948,1.2437524897369496,-0.6811803695073625,0.033034811090541176,0.2570152997858469,-0.30076429941830124,0.07318622814056779,-0.07613111129259278,0.142251798291759,-0.07982442874849384
2020-07-31,462,0.15389180066372,1.2947504021377183,-0.9631763675949581,-0.32415334056701495,1.2257589793174977,-0.2837606681786025,-0.47925152952531785,0.20214777170708112,0.027988809994386094,-0.33290396777271647,0.5453371393410872,-0.2872825382878146
2020-08-31,462,0.14441917612897948,0.5390391207489609,-0.059212280365921216,0.3543477104621333,-0.20315447044825977,-0.0027122649432695374,-0.016639922550567492,0.040603430335654715,0.2694673680516435,-0.6589717024559866,0.615316041928237,-0.2552852463776473
2020-09-30,464,0.07320286872654758,-0.21354209089908133,0.20165974202573866,0.308869582433669,-0.7618065458299627,0.679185017649091,-0.5684359609683388,0.15069272178546653,0.18005367243827228,-0.6187832248949356,0.6362739420092756,-0.19018822714073957
2020-10-31,464,0.4462232484202697,0.7803178188759224,-3.12800838702449,2.3845454986761503,-0.31974117378072275,-0.03133342606326733,0.4441057588466784,-0.6615732205927768,0.3717031421184701,-0.34896714406465346,0.6355516657298074,-0.27163144929022054
2020-11-30,464,0.11312847894463984,1.9790511056339182,-1.8563992998530803,0.6807861029945408,-0.22051222082788557,-0.4024859314232929,0.3505824184932176,-0.09995456196387728,-0.017363566019415123,-0.21677610045392687,0.5681689984061813,-0.334933032824955
2020-12-31,464,0.1217964221682255,-2.241641565990808,2.6514866309489857,-0.6248963673127577,0.39181470456847567,0.22069808851047976,-0.4447084090611417,0.46145218392260345,-0.6960302233381883,0.5365158231205849,-0.07570096525239108,-0.017691512036479142
2021-01-31,465,0.5254502782817114,1.1228024583412826,-2.1943830355709784,2.0372466316505906,-0.38041622421313714,0.5052136318678957,-0.17268774642929913,-0.6790869438626344,0.7397524560561556,-1.0777688466152147,1.3362653387868626,-0.5988591491897418
2021-02-28,465,0.15973038628517455,0.38978210229239335,0.22084756121450302,-0.8220863549261239,0.7374637130921313,-0.6184772411607062,0.5860829658332547,-0.2039045552912569,0.18814017877893072,-0.2526387433253739,0.26142706086152834,-0.05708901373353331
2021-03-31,465,0.08285438502796161,-0.12307312121895575,1.0273434043108303,-1.2112150622344708,0.7881132428669227,-0.4028202193718144,0.4108253539460927,-0.12560912485743675,0.08362642042054311,0.019954045665505623,-0.08766014359940194,-0.024623815373910788
2021-04-30,466,0.10123069627353842,0.3217505475411704,0.15501327769286055,-0.2015264495997368,0.1430696935005745,0.200070821043795,-0.3321611202426749,-0.0305519998835633,0.11154585262250186,-0.191968293421982,0.12406942386775081,0.025521811590211444
2021-05-31,467,0.2673389875803748,-2.2576631310278783,3.3139828286255706,-1.510938026001671,0.2167421018775311,-0.5904563756998973,0.5934064366394157,0.04014033772682671,0.22689173359083395,-1.0048869779027183,1.4278987106029306,-0.7037649635631035
2021-06-30,468,0.4038503195228059,2.484976922952149,-2.0252630264866225,1.5289529090757163,-0.8324126795757383,0.4410614427092286,-0.48702090629924666,0.2328142498307999,-0.0910529250285442,0.20858338982268793,-0.11233139005147005,-0.12425640935425053
2021-07-31,468,0.05718732870090182,1.5334420320459439,-1.3283978739145714,0.0806851821393324,0.18556505050481675,0.0741926710640664,-0.08310797187755853,-0.033160458790494174,-0.1544795941077658,0.4176382367945989,-0.6188241504339063,0.28481580158153263
2021-08-31,468,0.2511567866120986,0.3661862113919895,-0.10172077440656424,-0.4677157231953756,-0.020583136444013883,0.23831422494253765,0.10645508704034884,0.05231836960904329,-0.30854827508362415,-0.11153548353553142,0.480804216100424,-0.17111633086667277
2021-09-30,468,0.15375921735878595,-0.29196252509667375,-0.4158943233838188,-0.29434567050547467,0.31269736367500534,-0.051781844768071746,0.018480438562851254,-0.03673232785682114,0.3046212429808574,-0.9456627004702592,0.6691550900571985,-0.17410996803160042
2021-10-31,469,0.09688429895388018,1.217964736262447,-1.7966321325573327,1.0338712186429517,-0.6235732606886185,0.42671306799688424,-0.4302564558199329,0.127739939670279,0.22577294979703955,0.041551147285273614,-0.4084582295116761,0.1842984628004543
2021-11-30,469,0.13559368206859657,-2.0068203549124983,2.1537482021937846,-0.7243773015148105,0.05116615516282649,-0.34575011815328666,0.28044709902420845,-0.1640376461178056,0.17251271250614023,-0.22018850947230043,0.4477594648565562,-0.19567585211241748
2021-12-31,469,0.3854790288727109,-1.4760642563531992,0.049332014598611175,0.6282022901517089,0.03963677300318318,0.6370970960597356,-0.8955946772964775,0.6340551811911613,-0.7283664537702925,0.7369009015692544,-0.4654475505791237,0.3786180197520409
2022-01-31,469,0.10478215617816489,-0.9409303699665801,1.004346574608871,0.16405651612048194,0.059132214676585894,-0.4827113958690623,0.3137903571597958,-0.03036356588412852,-0.0578657445899912,-0.11513316424896053,-0.10008286799577772,0.13266722553547383
2022-02-28,469,0.07536528295714306,0.46709368855894706,1.117004116466304,-1.5557981431809589,0.7146867478913704,-0.35121981733796964,0.4323669895413043,-0.223939299593467,-0.12107327551549478,-0.06195717595816156,0.20402079753058464,-0.04565513748817818
2022-03-31,469,0.28733291487898527,-0.5850547238602858,0.11701341049971706,-1.1037724381828362,0.7733375677695751,0.3285099576182613,-0.13265653337185715,-0.10984647037994429,-0.31862694522060236,0.4377572922037129,-0.15690707184053235,0.07903001067257252
2022-04-30,469,0.14125270468068885,1.7621414920193663,-2.6633725849244305,1.5592289685080025,-0.8495520474957242,0.19991406348885182,0.3665521908082127,-0.11922439705248196,-0.38175905059415577,0.6711231372625784,-0.7147430796514597,0.3282173309032922
2022-05-31,470,0.371855023213834,-2.0060107278440107,2.6778768803736814,-1.401588482761418,0.7021381577099294,-0.012126189834333409,-0.04753823026324333,0.20406600677928166,-0.7296080895604615,0.7285234454469893,0.25912801791027895,-0.38731457503292394
2022-06-30,470,0.33387259490093735,-1.4763625889528036,2.7677040610374615,-1.7711603932400095,0.9682696504653072,-0.0698156637012248,-0.26460878634908747,0.3878127413369522,-0.09314091373980038,-0.007387317148811237,-0.07582598074016914,-0.03825656122552777
2022-07-31,471,0.07334546918816642,-1.4518935457564628,1.7276880795484348,-1.0870649471729354,0.047507070725626356,0.34177684542695713,-0.08017673931864167,-0.04344865962728821,0.10571482294504606,0.0389486143844516,-0.3124573605294756,0.22299221613919057
2022-08-31,471,0.15123886053584834,-0.14115448774537598,-1.123968157282893,0.4007624906128955,-0.27636128402438864,0.2510710482014303,-0.14300574231581,0.026091102982225656,-0.13588458115995494,0.17497011466809678,-0.1997445340763844,0.11365328869639332
2022-09-30,472,0.26604080347479797,3.8062063367997236,-5.152431353673039,2.2693625440580494,-0.2164625491489999,-0.30716471506853577,0.1506074464209845,-0.10688268806015654,0.10892657557136493,0.006531250525661142,-0.4901495005780633,0.39630566550292756
2022-10-31,472,0.10727658243682514,-0.5630771931265031,1.261421329659225,-1.2138433020767077,0.4842191108408842,-0.28594031115856605,0.4087866800353157,-0.14595509793812597,0.157130032863248,-0.00471742359352223,-0.42761545058873673,0.2941695492868399
2022-11-30,473,0.15352380737876548,2.4916176878843346,-2.091968361382393,0.6724017775485549,-0.30207592575876174,-0.08281496394351358,-0.050832153208890736,0.07558667637811141,-0.057914330833719656,-0.25694334591716655,0.6136949210544965,-0.3237388855175983
2022-12-31,473,0.48771701004622026,-3.849520073094442,2.2115912796630823,-1.87537293255353,1.3717773667675819,0.2018568225539374,-0.4125124926714928,0.10906385565319568,0.15488831806325049,0.4652389113668475,-0.7532877355142985,0.3102351652459079
2023-01-31,474,0.07409206970680626,-0.347887335444189,1.0475063647088934,-0.9571465184971397,-0.059263407443760255,0.09403324979730802,0.14273760409955963,-0.12862306898057288,0.004977915297557049,0.24576473653100056,-0.3675664364419027,0.10918698404542058
2023-02-28,475,0.17050141495285942,-1.9814772348190222,1.9394851453509783,0.3195950611581389,-0.4357055114901671,0.40198629452648094,-0.3824187139688854,0.014809154568860602,0.08327547563051188,-0.7405902121301394,1.3179303944321537,-0.6503900733245851
2023-03-31,477,0.19486948573060658,-2.95824792780801,3.6322208699375382,-0.8631000019261225,0.1764490059661655,-0.20193226294837868,0.14448454084413376,-0.0453142515870298,0.11436887310383391,-0.39174189246036745,0.28079626810568,0.054611841229673636
2023-04-30,478,0.3350561303175138,4.06035246944257,-6.182768610346971,2.0222195719024896,0.5258815687601116,0.5189982224786228,-0.7358479879964801,-0.0837815805272581,0.09986555799982866,0.1450151536281442,-0.1447526112637342,-0.016895589508258504
2023-05-31,481,0.4411025560749532,2.287271008378814,-1.1068847042120413,-0.3235018391738733,0.9323854130030369,-0.6530710050559593,0.38595164795026227,-0.2895224772650073,-0.17690753635046932,0.8120064935655985,-0.9544369685738954,0.37971942150504695
2023-06-30,481,0.3565963858409942,0.5282079037963963,0.21716715258392594,-1.6242118965991503,1.7543053361319911,-0.7521936263143819,0.15038296345652888,0.1493953879581956,-0.23215543443335585,0.33286080786137734,-0.03087312745695916,-0.10043272619551255
2023-07-31,481,0.05912906789466954,-1.1288979262629741,0.8254127320394525,-0.10326119864196893,-0.4600106411735488,0.6225467048300687,-0.3421175035445703,0.14466898781435963,-0.06381560978698152,-0.21875335692686393,0.39112880325855603,-0.22968586735802443
2023-08-31,481,0.18195588316812628,-2.548660373052898,1.7493641978269996,0.126339428206028,0.11051835054772638,-0.12276043160373921,-0.11936620505239795,-0.004695499880678433,0.11613407984183599,-0.007176153797026653,-0.03413196334079079,-0.043965354124558785
2023-09-30,482,0.23363255024505591,-1.106949725359352,1.0924880870032412,0.08013039601495325,0.23003267250215023,-0.5709160563215309,0.1653635290513768,0.08870018521949327,0.2608070741728186,-0.63882834264256,0.3802420547609486,-0.039282606815855874
2023-10-31,482,0.2301047300835981,2.1205144418513004,-2.607044623327907,0.35591695534452217,0.3521154139738704,-0.7414528132878478,0.8467804782022915,-0.2160665088963213,-0.15539611868096195,0.21503859867637498,0.09720365472337086,-0.1777950863784133
2023-11-30,482,0.4687900421401153,0.5698608136852555,-2.7090299514685254,2.503427095842911,-0.6989387150138011,-0.771885577841701,0.9981757766100109,-0.12037529321325159,-0.43920307261647845,0.6567454109967975,-0.45714547626145063,0.15773466858944676
2023-12-31,482,0.20630185622152242,-1.4697986048185947,0.34226991533273204,0.7382845162349018,-0.2927809679763671,0.6710758444712637,-0.3976259806923249,0.2204068236846115,-0.31815381339650417,0.21409309485930628,-0.39796062587121295,0.24218828218403282
2024-01-31,482,0.2527072002898775,2.553027514379432,-2.3564449504234,0.9645938686144123,-0.46599922337930944,-0.21513761080395785,0.12407965902200747,0.18289149936659213,-0.13506627374960448,-0.5327908798501377,1.07791137288889,-0.6704185642621288
2024-02-29,482,0.06061446069963383,-0.9880609405682661,0.9944190663582816,-0.44040643334661717,-0.12982176057429684,0.09375575372455032,0.04681965768064838,-0.1499519858049754,0.17484645886585704,-0.24764025988617244,0.5798178314919543,-0.41792995365458024
2024-03-31,484,0.1149431754008573,0.3854932752098557,-0.2991145726386619,0.42822264276018,-0.5388127102652486,-0.30788278203876807,0.007442594177242232,0.12255827608961323,-0.16553736182906867,0.40301324903893915,-0.42919943177604464,0.18760055372274645
2024-04-30,484,0.05351301980292622,0.6657298281868089,-0.8193769533954053,-0.6874381899177424,0.8864989144543709,-0.6345458402205695,0.23807415344530447,0.027771075815732238,0.0931259389864536,-0.22425432752455574,0.23227463292400918,-0.13263028298706928
2024-05-31,484,0.23462636505743817,1.1359763078133276,-1.71974359964337,1.9511456182268958,-0.6441904501484208,-0.287065193947166,0.1859069908174104,0.4470668087098259,-0.5010427535174067,0.12313683594504939,-0.0281656343540881,0.033862836863704074
2024-06-30,484,0.1429138244235607,-2.3114751859750777,1.4302599751843623,-0.4964141354636953,0.26903474390656545,0.49092280947156475,-0.5683206918177884,0.7269675896535012,-0.5807192490015396,0.2744783473636163,0.06808045891855224,-0.05562788784900374
2024-07-31,484,0.10787935426471051,1.093349432941602,-0.8044594533508094,0.9604424984176104,-0.6284318421803656,0.5024047579078581,-0.4657497636055882,0.2692688682076754,-0.19064920164403157,0.20258621314079361,-0.5150571265276767,0.34457645837262413
2024-08-31,484,0.1108700322236652,-2.6490303820497108,2.1757498464264367,-0.15052618474202284,-0.21812683189770532,-0.31901888838497033,0.4171812081340995,-0.37118454174821536,0.3542881231770704,-0.14961194806451766,-0.34127578424664895,0.2900963336378997
2024-09-30,485,0.11210931882994424,-1.011356692251497,0.24930673691032523,1.3507169270717387,-0.7460647677083567,-0.10782472968520847,-0.02567336970821185,0.04117290099579659,-0.15601582444708567,0.15560902473235058,-0.2669130070298824,0.16611378900008883
2024-10-31,485,0.22859457605114342,-1.4412378975567746,2.093477649559196,-0.6691918398337933,0.47710024136107265,-0.5980377790360875,-0.3530739631687826,0.2759699393397889,0.019766284108739884,-0.18145036516516938,0.034701156348449474,0.0433450408361042
2024-11-30,487,0.03929306100578134,0.39558647185604284,-1.0556431974235128,0.3303477618607973,0.11393796759389921,0.1366096602271148,-0.22368036019332427,0.03249281605775544,0.20868234184341253,-0.16113289767963687,-0.03911508213705474,0.08100681767474069
2024-12-31,488,0.08638832061783541,3.2574584569528247,-0.404109400676559,-1.552193781067877,0.6804128564123724,0.07638008742266579,-0.07487284010258542,0.061994002495570646,-0.10322851851942719,-0.18142189147812116,0.22779309746935644,-0.058553393505527226
2025-01-31,488,0.14476135153201963,-1.8011846852056832,2.2353792351040185,-1.466631782530336,0.4300999681725476,-0.026844219222670884,0.022337905476263464,0.13524400035638615,0.02901098511263829,-0.2934797941656991,0.6201276241592993,-0.40827101645093433
2025-02-28,489,0.3366746384714083,-1.4801726112404379,1.5855793246255478,-1.0477636777417307,0.45817397831870893,-0.6029489328075455,0.2132159173031244,0.18327416851341366,-0.17279115631979985,-0.17527163479329044,0.6316915764750534,-0.35276522364105284
2025-03-31,489,0.16283312219377466,2.882319366650364,-1.3513010507580359,0.9048630079701573,-0.8728324175512141,0.3460331942836709,-0.1750750273418772,0.13727168414016389,-0.1372039156566701,0.3099938532859022,-0.4680389054621776,0.14286869016821876
2025-04-30,491,0.36558910483467766,-0.6023498516969384,2.083996374027324,-0.7062730211058514,-0.8182430998365523,0.012061514751911147,0.5443813742477528,-0.3532977732537456,0.049174888270975554,0.06333770642441754,-0.12426188576364089,0.041052886472421314
2025-05-31,491,0.24447151265689626,1.3934976940819328,0.6302017545226904,-1.0807755628489137,1.0385984378616369,-0.914533381811805,0.5417040351921885,-0.3175459291491589,0.4760116300384531,-0.5370373037835087,0.19953924055152847,0.02270746221512315
2025-06-30,491,0.15866019926078367,2.276216006875928,-2.601467436837019,0.4721984056569776,0.29602596703861656,-0.5160888905188756,-0.4264050532015568,0.5163855634122105,-0.2947118273534566,0.16094570727944665,0.06775878043831289,-0.08629278876124011
2025-07-31,492,0.12519066732298134,-0.07169456242829692,0.9916183009377768,-2.0633538328159022,1.857358667424306,-0.9425016442529183,0.2570162208772793,0.3499290655926066,-0.42332414077640945,0.07211095724761406,0.2801198493616012,-0.1279125461358802
2025-08-31,492,0.1842706912444677,4.393196641082316,-1.1686590407874475,-1.13815450755742,0.5838250508452846,-0.37990549356395986,0.45582166904985366,-0.36568315024639375,0.18401209040527744,-0.07984581747588806,-0.2585186507239915,0.1903706216123842
2025-09-30,492,0.191061374353924,-0.11993503531572547,-1.265942270556108,1.7321799289298894,-1.345951035456448,0.3507187234300761,-0.2287733472114295,-0.2493422674396581,-0.021759112982913692,0.40126077998164245,-0.18777418886880182,-0.012392087752791728
2025-10-31,492,0.14840261873598326,1.2684639959315334,-1.2454601342324683,1.4010443164328323,-1.2681072556538253,0.7636634948504473,-0.8103103776082411,0.5568703974919391,-0.026965907704544087,-0.7243968946490186,0.8938277735249566,-0.29630055306654846
2025-11-30,492,0.03673800323818144,-0.8406928498190652,0.5437934379275298,-0.6951431371221077,0.20066808789977672,-0.07226713588079026,0.07274499760463513,0.06692920592597404,-0.17869483680191262,0.1134022922523572,-0.06145921011779757,0.06311058750451112
2025-12-31,492,0.14685893600432798,1.9818466114261248,1.160550938803552,-2.74794556107879,0.7703750189061542,-0.2412248167150866,0.28297079924837587,-0.3842394464242178,0.1390919502175871,-0.5779514975319443,0.7756499427254919,-0.23634401253576315
2026-01-31,493,0.15402614470246434,1.0192965357904855,-1.5058409804265727,1.289792475515518,-1.2493661067012054,0.04170539437170631,0.22716057230274297,-0.23459918478351888,0.24259810934611428,-0.6182845077214421,0.693214076947348,-0.24767164327461916
2026-02-28,493,0.03705100855814636,0.38219189703148526,-1.0701791824123494,0.14361091804381418,0.365395436580119,-0.3501171965118907,0.42067650532777856,-0.2774617059944733,0.07430515719878467,0.1064871453144482,-0.19417747455148981,0.07360415762965296
2026-03-31,493,0.28194614395218154,-5.2211853698021775,1.5124386585575078,2.526676435923757,-1.5579873467164729,0.37820318704578415,-0.039569411224266986,-0.1501735524391819,-0.40407250659998084,0.9800051728730279,-0.8405978093099479,0.2288431854176716
2026-04-30,493,0.16389118070394693,1.027808134222466,-1.713882939392384,2.8626720746581427,-2.2131877895827694,0.00465696797382263,0.03136359390108632,0.41366392349944964,-0.8387279763784213,0.9501255638097612,-0.4783198968908902,0.045660452654190206
2026-05-31,0,,,,,,,,,,,,
